"datasetName"	"habitat"	"stationCode"	"samplingLevel"	"sampleTrackCode"	"sampleAreaOrVolume"	"samples.unit"	"samplingMinDepth"	"samplingMaxDepth"	"samplingMaxElevation"	"samplingMinElevation"	"sampledSedimentDepth"	"replicateOrQuadrant"	"samplingTool"	"taxonNameAsInFile"	"EMBOS_name"	"WoRMS_scientificName"	"lifeStage"	"sex"	"parameter"	"parameters.unit"	"value"	"lat"	"lon"
"285"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Nassarius incrassatus"	"Nassarius incrassatus"	"Nassarius incrassatus"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"286"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Indet"	"Biota"	"Biota"	""	NA	"Individual Count"	""	2	43.424457	-3.803223
"287"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Indet"	"Biota"	"Biota"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"288"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Maldanidae"	"Maldanidae"	"Maldanidae"	""	NA	"Individual Count"	""	4	43.424457	-3.803223
"289"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Melinna palmata"	"Melinna palmata"	"Melinna palmata"	""	NA	"Individual Count"	""	6	43.424457	-3.803223
"290"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Microdeutopus spp"	"Microdeutopus"	"Microdeutopus"	""	NA	"Individual Count"	""	2	43.424457	-3.803223
"291"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Nereididae"	"Nereididae"	"Nereididae"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"292"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Owenia fusiformis"	"Owenia fusiformis"	"Owenia fusiformis"	""	NA	"Individual Count"	""	3	43.424457	-3.803223
"293"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Platynereis dumerilii"	"Platynereis dumerilii"	"Platynereis dumerilii"	""	NA	"Individual Count"	""	4	43.424457	-3.803223
"294"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Prionospio malmgreni"	"Prionospio malmgreni"	"Prionospio malmgreni"	""	NA	"Individual Count"	""	8	43.424457	-3.803223
"295"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Spionidae"	"Spionidae"	"Spionidae"	""	NA	"Individual Count"	""	2	43.424457	-3.803223
"296"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Aonides oxycephala"	"Aonides oxycephala"	"Aonides oxycephala"	""	NA	"Individual Count"	""	24	43.424457	-3.803223
"297"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Capitellidae"	"Capitellidae"	"Capitellidae"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"298"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Chaetopteridae"	"Chaetopteridae"	"Chaetopteridae"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"299"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Antalis vulgaris"	"Antalis vulgaris"	"Antalis vulgaris"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"300"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Glycera spp"	"Glycera"	"Glycera"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"301"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Nassarius incrassatus"	"Nassarius incrassatus"	"Nassarius incrassatus"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"302"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Loripes lucinalis"	"Loripes lucinalis"	"Loripes lucinalis"	""	NA	"Individual Count"	""	6	43.424457	-3.803223
"303"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Maldanidae"	"Maldanidae"	"Maldanidae"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"304"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Melinna palmata"	"Melinna palmata"	"Melinna palmata"	""	NA	"Individual Count"	""	27	43.424457	-3.803223
"305"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Nephthys hombergii"	"Nephtys hombergii"	"Nephtys hombergii"	""	NA	"Individual Count"	""	2	43.424457	-3.803223
"306"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Notomastus latericeus"	"Notomastus latericeus"	"Notomastus latericeus"	""	NA	"Individual Count"	""	3	43.424457	-3.803223
"307"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Owenia fusiformis"	"Owenia fusiformis"	"Owenia fusiformis"	""	NA	"Individual Count"	""	4	43.424457	-3.803223
"308"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Phascolion (Phascolion) strombus strombus"	"Phascolion (Phascolion) strombus strombus"	"Phascolion (Phascolion) strombus strombus"	""	NA	"Individual Count"	""	2	43.424457	-3.803223
"309"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Platynereis dumerilii"	"Platynereis dumerilii"	"Platynereis dumerilii"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"310"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Prionospio malmgreni"	"Prionospio malmgreni"	"Prionospio malmgreni"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"311"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R1"	133	"cm2"	0.5	0.5	NA	NA	NA	1	"EMBOS corer"	"Spionidae"	"Spionidae"	"Spionidae"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"312"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Aonides oxycephala"	"Aonides oxycephala"	"Aonides oxycephala"	""	NA	"Individual Count"	""	5	43.424457	-3.803223
"313"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Capitellidae"	"Capitellidae"	"Capitellidae"	""	NA	"Individual Count"	""	3	43.424457	-3.803223
"314"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Cirratulidae"	"Cirratulidae"	"Cirratulidae"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"315"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Glycera unicornis"	"Glycera unicornis"	"Glycera unicornis"	""	NA	"Individual Count"	""	2	43.424457	-3.803223
"316"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Nassarius incrassatus"	"Nassarius incrassatus"	"Nassarius incrassatus"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"317"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Indet"	"Biota"	"Biota"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"318"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Loripes lucinalis"	"Loripes lucinalis"	"Loripes lucinalis"	""	NA	"Individual Count"	""	3	43.424457	-3.803223
"319"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Maldanidae"	"Maldanidae"	"Maldanidae"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"320"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Melinna palmata"	"Melinna palmata"	"Melinna palmata"	""	NA	"Individual Count"	""	5	43.424457	-3.803223
"321"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Nereididae"	"Nereididae"	"Nereididae"	""	NA	"Individual Count"	""	2	43.424457	-3.803223
"322"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Owenia fusiformis"	"Owenia fusiformis"	"Owenia fusiformis"	""	NA	"Individual Count"	""	3	43.424457	-3.803223
"323"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Spionidae"	"Spionidae"	"Spionidae"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"324"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Syllidae"	"Syllidae"	"Syllidae"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"325"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Tanaidae"	"Tanaididae"	"Tanaididae"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"326"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R3"	133	"cm2"	0.5	0.5	NA	NA	NA	3	"EMBOS corer"	"Abra alba"	"Abra alba"	"Abra alba"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"327"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R3"	133	"cm2"	0.5	0.5	NA	NA	NA	3	"EMBOS corer"	"Aonides oxycephala"	"Aonides oxycephala"	"Aonides oxycephala"	""	NA	"Individual Count"	""	12	43.424457	-3.803223
"328"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R3"	133	"cm2"	0.5	0.5	NA	NA	NA	3	"EMBOS corer"	"Capitellidae"	"Capitellidae"	"Capitellidae"	""	NA	"Individual Count"	""	2	43.424457	-3.803223
"329"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R3"	133	"cm2"	0.5	0.5	NA	NA	NA	3	"EMBOS corer"	"Glycera spp"	"Glycera"	"Glycera"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"330"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R3"	133	"cm2"	0.5	0.5	NA	NA	NA	3	"EMBOS corer"	"Nassarius incrassatus"	"Nassarius incrassatus"	"Nassarius incrassatus"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"331"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R3"	133	"cm2"	0.5	0.5	NA	NA	NA	3	"EMBOS corer"	"Loripes lucinalis"	"Loripes lucinalis"	"Loripes lucinalis"	""	NA	"Individual Count"	""	3	43.424457	-3.803223
"332"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R3"	133	"cm2"	0.5	0.5	NA	NA	NA	3	"EMBOS corer"	"Maldanidae"	"Maldanidae"	"Maldanidae"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"333"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R3"	133	"cm2"	0.5	0.5	NA	NA	NA	3	"EMBOS corer"	"Melinna palmata"	"Melinna palmata"	"Melinna palmata"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"334"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R3"	133	"cm2"	0.5	0.5	NA	NA	NA	3	"EMBOS corer"	"Notomastus latericeus"	"Notomastus latericeus"	"Notomastus latericeus"	""	NA	"Individual Count"	""	3	43.424457	-3.803223
"335"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R3"	133	"cm2"	0.5	0.5	NA	NA	NA	3	"EMBOS corer"	"Owenia fusiformis"	"Owenia fusiformis"	"Owenia fusiformis"	""	NA	"Individual Count"	""	2	43.424457	-3.803223
"336"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R3"	133	"cm2"	0.5	0.5	NA	NA	NA	3	"EMBOS corer"	"Platynereis dumerilii"	"Platynereis dumerilii"	"Platynereis dumerilii"	""	NA	"Individual Count"	""	4	43.424457	-3.803223
"337"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P3-R3"	133	"cm2"	0.5	0.5	NA	NA	NA	3	"EMBOS corer"	"Tanaidae"	"Tanaididae"	"Tanaididae"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"338"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Abra alba"	"Abra alba"	"Abra alba"	""	NA	"Individual Count"	""	2	43.424457	-3.803223
"339"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Abra spp"	"Abra"	"Abra"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"340"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Aonides oxycephala"	"Aonides oxycephala"	"Aonides oxycephala"	""	NA	"Individual Count"	""	22	43.424457	-3.803223
"341"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Aoridae"	"Aoridae"	"Aoridae"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"342"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Capitellidae"	"Capitellidae"	"Capitellidae"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"343"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Cirratulidae"	"Cirratulidae"	"Cirratulidae"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"344"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Eunicidae"	"Eunicidae"	"Eunicidae"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"345"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Glycera unicornis"	"Glycera unicornis"	"Glycera unicornis"	""	NA	"Individual Count"	""	2	43.424457	-3.803223
"346"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Indet"	"Biota"	"Biota"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"347"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Maldanidae"	"Maldanidae"	"Maldanidae"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"348"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Melinna palmata"	"Melinna palmata"	"Melinna palmata"	""	NA	"Individual Count"	""	3	43.424457	-3.803223
"349"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Lysidice unicornis"	"Lysidice unicornis"	"Lysidice unicornis"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"350"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Nereididae"	"Nereididae"	"Nereididae"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"351"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Notomastus latericeus"	"Notomastus latericeus"	"Notomastus latericeus"	""	NA	"Individual Count"	""	5	43.424457	-3.803223
"352"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Platynereis dumerilii"	"Platynereis dumerilii"	"Platynereis dumerilii"	""	NA	"Individual Count"	""	2	43.424457	-3.803223
"353"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Prionospio malmgreni"	"Prionospio malmgreni"	"Prionospio malmgreni"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"354"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Sipuncula"	"Sipuncula"	"Sipuncula"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"355"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Spionidae"	"Spionidae"	"Spionidae"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
"356"	"EMBOS_pilot_2014_Spain_Biscay_Bay_softsub"	"soft substrate (beach)"	"ES-ES2-LWL"	"intertidal LWL"	"ES-2014-ES2-LWL-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	NA	2	"EMBOS corer"	"Tanaidae"	"Tanaididae"	"Tanaididae"	""	NA	"Individual Count"	""	1	43.424457	-3.803223
