datasetName	habitat	stationCode	samplingLevel	sampleTrackCode	sampleAreaOrVolume	samples.unit	samplingMinDepth	samplingMaxDepth	samplingMaxElevation	samplingMinElevation	sampledSedimentDepth	replicateOrQuadrant	samplingTool	taxonNameAsInFile	EMBOS_name	WoRMS_scientificName	lifeStage	sex	parameter	parameters.unit	value
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kõiguste-SUB	subtidal	EE-2014-Kõiguste-SUB-P1-R1	133	cm2	0.6	0.6			10	1	EMBOS corer	Coleoptera	Coleoptera	Coleoptera			Biomass (DW)	g	0.0033
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kõiguste-SUB	subtidal	EE-2014-Kõiguste-SUB-P1-R1	133	cm2	0.6	0.6			10	1	EMBOS corer	Gammarus oceanicus	Gammarus oceanicus	Gammarus oceanicus			Biomass (DW)	g	0.0026
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kõiguste-SUB	subtidal	EE-2014-Kõiguste-SUB-P1-R1	133	cm2	0.6	0.6			10	1	EMBOS corer	Macoma balthica	Macoma balthica	Macoma balthica			Biomass (DW)	g	0.0209
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kõiguste-SUB	subtidal	EE-2014-Kõiguste-SUB-P3-R3	133	cm2	0.6	0.6			10	3	EMBOS corer	Chironomidae	Chironomidae	Chironomidae			Individual Count		21
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kõiguste-SUB	subtidal	EE-2014-Kõiguste-SUB-P3-R3	133	cm2	0.6	0.6			10	3	EMBOS corer	Neomysis integer	Neomysis integer	Neomysis integer			Individual Count		1
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kõiguste-SUB	subtidal	EE-2014-Kõiguste-SUB-P3-R3	133	cm2	0.6	0.6			10	3	EMBOS corer	Chironomidae	Chironomidae	Chironomidae			Biomass (DW)	g	0.0071
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kõiguste-SUB	subtidal	EE-2014-Kõiguste-SUB-P3-R3	133	cm2	0.6	0.6			10	3	EMBOS corer	Neomysis integer	Neomysis integer	Neomysis integer			Biomass (DW)	g	0.001
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P2-R1	133	cm2	0.6	0.6			10	1	EMBOS corer	Chironomidae	Chironomidae	Chironomidae			Individual Count		2
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P2-R1	133	cm2	0.6	0.6			10	1	EMBOS corer	Gammarus tigrinus	Gammarus tigrinus	Gammarus tigrinus			Individual Count		2
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P2-R1	133	cm2	0.6	0.6			10	1	EMBOS corer	Chironomidae	Chironomidae	Chironomidae			Biomass (DW)	g	0.0007
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P2-R1	133	cm2	0.6	0.6			10	1	EMBOS corer	Gammarus tigrinus	Gammarus tigrinus	Gammarus tigrinus			Biomass (DW)	g	0.0005
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P3-R3	133	cm2	0.6	0.6			10	3	EMBOS corer	Chironomidae	Chironomidae	Chironomidae			Individual Count		120
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P3-R3	133	cm2	0.6	0.6			10	3	EMBOS corer	Gammarus tigrinus	Gammarus tigrinus	Gammarus tigrinus			Individual Count		4
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P3-R3	133	cm2	0.6	0.6			10	3	EMBOS corer	Chara aspera	Chara aspera	Chara aspera			Biomass (DW)	g	0.4668
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P3-R3	133	cm2	0.6	0.6			10	3	EMBOS corer	Chironomidae	Chironomidae	Chironomidae			Biomass (DW)	g	0.0475
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P3-R3	133	cm2	0.6	0.6			10	3	EMBOS corer	Gammarus tigrinus	Gammarus tigrinus	Gammarus tigrinus			Biomass (DW)	g	0.0033
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P3-R2	133	cm2	0.6	0.6			10	2	EMBOS corer	Chironomidae	Chironomidae	Chironomidae			Individual Count		36
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P3-R2	133	cm2	0.6	0.6			10	2	EMBOS corer	Chironomidae	Chironomidae	Chironomidae			Biomass (DW)	g	0.0072
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P3-R1	133	cm2	0.6	0.6			10	1	EMBOS corer	Chironomidae	Chironomidae	Chironomidae			Individual Count		1
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P3-R1	133	cm2	0.6	0.6			10	1	EMBOS corer	Gammarus tigrinus	Gammarus tigrinus	Gammarus tigrinus			Individual Count		1
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P3-R1	133	cm2	0.6	0.6			10	1	EMBOS corer	Marenzelleria neglecta	Marenzelleria neglecta	Marenzelleria neglecta			Individual Count		1
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P3-R1	133	cm2	0.6	0.6			10	1	EMBOS corer	Chara aspera	Chara aspera	Chara aspera			Biomass (DW)	g	0.5708
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P3-R1	133	cm2	0.6	0.6			10	1	EMBOS corer	Chironomidae	Chironomidae	Chironomidae			Biomass (DW)	g	0.0004
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P3-R1	133	cm2	0.6	0.6			10	1	EMBOS corer	Gammarus tigrinus	Gammarus tigrinus	Gammarus tigrinus			Biomass (DW)	g	0.0004
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P3-R1	133	cm2	0.6	0.6			10	1	EMBOS corer	Marenzelleria neglecta	Marenzelleria neglecta	Marenzelleria neglecta			Biomass (DW)	g	0.0008
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P2-R2	133	cm2	0.6	0.6			10	2	EMBOS corer	Chironomidae	Chironomidae	Chironomidae			Individual Count		205
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P2-R2	133	cm2	0.6	0.6			10	2	EMBOS corer	Gammarus juv	Gammarus	Gammarus	juvenile		Individual Count		2
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P2-R2	133	cm2	0.6	0.6			10	2	EMBOS corer	Gammarus tigrinus	Gammarus tigrinus	Gammarus tigrinus			Individual Count		17
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P2-R2	133	cm2	0.6	0.6			10	2	EMBOS corer	Chironomidae	Chironomidae	Chironomidae			Biomass (DW)	g	0.0419
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P2-R2	133	cm2	0.6	0.6			10	2	EMBOS corer	Gammarus juv	Gammarus	Gammarus	juvenile		Biomass (DW)	g	0.0001
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P2-R2	133	cm2	0.6	0.6			10	2	EMBOS corer	Gammarus tigrinus	Gammarus tigrinus	Gammarus tigrinus			Biomass (DW)	g	0.0061
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P1-R3	133	cm2	0.6	0.6			10	3	EMBOS corer	Chironomidae	Chironomidae	Chironomidae			Individual Count		2
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P1-R3	133	cm2	0.6	0.6			10	3	EMBOS corer	Gammarus tigrinus	Gammarus tigrinus	Gammarus tigrinus			Individual Count		11
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P1-R3	133	cm2	0.6	0.6			10	3	EMBOS corer	Chironomidae	Chironomidae	Chironomidae			Biomass (DW)	g	0.0002
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P1-R3	133	cm2	0.6	0.6			10	3	EMBOS corer	Gammarus tigrinus	Gammarus tigrinus	Gammarus tigrinus			Biomass (DW)	g	0.008
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P1-R2	133	cm2	0.6	0.6			10	2	EMBOS corer	Chironomidae	Chironomidae	Chironomidae			Individual Count		11
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P1-R2	133	cm2	0.6	0.6			10	2	EMBOS corer	Gammarus tigrinus	Gammarus tigrinus	Gammarus tigrinus			Individual Count		5
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P1-R2	133	cm2	0.6	0.6			10	2	EMBOS corer	Chironomidae	Chironomidae	Chironomidae			Biomass (DW)	g	0.0026
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P1-R2	133	cm2	0.6	0.6			10	2	EMBOS corer	Gammarus tigrinus	Gammarus tigrinus	Gammarus tigrinus			Biomass (DW)	g	0.0039
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P1-R1	133	cm2	0.6	0.6			10	1	EMBOS corer	Chironomidae	Chironomidae	Chironomidae			Individual Count		9
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P1-R1	133	cm2	0.6	0.6			10	1	EMBOS corer	Gammarus tigrinus	Gammarus tigrinus	Gammarus tigrinus			Individual Count		4
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P1-R1	133	cm2	0.6	0.6			10	1	EMBOS corer	Marenzelleria neglecta	Marenzelleria neglecta	Marenzelleria neglecta			Individual Count		1
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P1-R1	133	cm2	0.6	0.6			10	1	EMBOS corer	Chironomidae	Chironomidae	Chironomidae			Biomass (DW)	g	0.001
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P1-R1	133	cm2	0.6	0.6			10	1	EMBOS corer	Gammarus tigrinus	Gammarus tigrinus	Gammarus tigrinus			Biomass (DW)	g	0.0027
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P1-R1	133	cm2	0.6	0.6			10	1	EMBOS corer	Marenzelleria neglecta	Marenzelleria neglecta	Marenzelleria neglecta			Biomass (DW)	g	0.0009
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P2-R3	133	cm2	0.6	0.6			10	3	EMBOS corer	Chironomidae	Chironomidae	Chironomidae			Individual Count		3
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P2-R3	133	cm2	0.6	0.6			10	3	EMBOS corer	Gammarus tigrinus	Gammarus tigrinus	Gammarus tigrinus			Individual Count		5
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P2-R3	133	cm2	0.6	0.6			10	3	EMBOS corer	Chironomidae	Chironomidae	Chironomidae			Biomass (DW)	g	0.002
EMBOS_pilot_2014_Estonia_Muhu_Island_and_Riga_Gulf_softsub	soft substrate (beach)	EE-Kanissaare-SUB	subtidal	EE-2014-Kanissaare-SUB-P2-R3	133	cm2	0.6	0.6			10	3	EMBOS corer	Gammarus tigrinus	Gammarus tigrinus	Gammarus tigrinus			Biomass (DW)	g	0.0038
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P1-R2	133	cm2	0.9	0.9			25	2	EMBOS corer	Diogenes pugilator	Diogenes pugilator	Diogenes pugilator			Individual Count		1
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P1-R2	133	cm2	0.9	0.9			25	2	EMBOS corer	Scoloplos armiger	Scoloplos (Scoloplos) armiger	Scoloplos (Scoloplos) armiger			Individual Count		2
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P1-R1	133	cm2	0.9	0.9			25	1	EMBOS corer	Glycera unicornis	Glycera unicornis	Glycera unicornis			Individual Count		1
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P1-R1	133	cm2	0.9	0.9			25	1	EMBOS corer	Diogenes pugilator	Diogenes pugilator	Diogenes pugilator			Individual Count		2
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P2-R2	133	cm2	1	1			30	2	EMBOS corer	Diogenes pugilator	Diogenes pugilator	Diogenes pugilator			Individual Count		2
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P1-R3	133	cm2	0.9	0.9			25	3	EMBOS corer	Diogenes pugilator	Diogenes pugilator	Diogenes pugilator			Individual Count		2
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P1-R3	133	cm2	0.9	0.9			25	3	EMBOS corer	Nephtys hombergii	Nephtys hombergii	Nephtys hombergii			Individual Count		1
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P1-R3	133	cm2	0.9	0.9			25	3	EMBOS corer	Acrocnida brachiata	Acrocnida brachiata	Acrocnida brachiata			Individual Count		1
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P1-R3	133	cm2	0.9	0.9			25	3	EMBOS corer	Scoloplos armiger	Scoloplos (Scoloplos) armiger	Scoloplos (Scoloplos) armiger			Individual Count		1
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P1-R3	133	cm2	0.9	0.9			25	3	EMBOS corer	Diopatra biscayensis	Diopatra biscayensis	Diopatra biscayensis			Individual Count		1
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P2-R1	133	cm2	1	1			30	1	EMBOS corer	Diogenes pugilator	Diogenes pugilator	Diogenes pugilator			Individual Count		1
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P2-R1	133	cm2	1	1			30	1	EMBOS corer	Nephtys hombergii	Nephtys hombergii	Nephtys hombergii			Individual Count		1
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P3-R3	133	cm2	0.9	0.9			20	3	EMBOS corer	Nephtys sp.	Nephtys	Nephtys			Individual Count		3
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P3-R3	133	cm2	0.9	0.9			20	3	EMBOS corer	Owenia fusiformis	Owenia fusiformis	Owenia fusiformis			Individual Count		2
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P3-R3	133	cm2	0.9	0.9			20	3	EMBOS corer	Magelona filiformis	Magelona filiformis	Magelona filiformis			Individual Count		1
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P3-R2	133	cm2	0.9	0.9			20	2	EMBOS corer	Urothoe poseidonis	Urothoe poseidonis	Urothoe poseidonis			Individual Count		1
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P3-R2	133	cm2	0.9	0.9			20	2	EMBOS corer	Magelona filiformis	Magelona filiformis	Magelona filiformis			Individual Count		2
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P3-R1	133	cm2	0.9	0.9			20	1	EMBOS corer	Owenia fusiformis	Owenia fusiformis	Owenia fusiformis			Individual Count		1
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P3-R1	133	cm2	0.9	0.9			20	1	EMBOS corer	Heteromastus filiformis	Heteromastus filiformis	Heteromastus filiformis			Individual Count		2
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P3-R1	133	cm2	0.9	0.9			20	1	EMBOS corer	Nephtys hombergii	Nephtys hombergii	Nephtys hombergii			Individual Count		1
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P3-R1	133	cm2	0.9	0.9			20	1	EMBOS corer	Nucula nitidosa	Nucula nitidosa	Nucula nitidosa			Individual Count		1
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P3-R1	133	cm2	0.9	0.9			20	1	EMBOS corer	Nephtys sp.	Nephtys	Nephtys			Individual Count		1
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P3-R1	133	cm2	0.9	0.9			20	1	EMBOS corer	Spiochaetopterus costarum	Spiochaetopterus costarum	Spiochaetopterus costarum			Individual Count		1
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P3-R1	133	cm2	0.9	0.9			20	1	EMBOS corer	Pholoe inornata	Pholoe inornata	Pholoe inornata			Individual Count		1
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P3-R1	133	cm2	0.9	0.9			20	1	EMBOS corer	Marphysa bellii	Marphysa bellii	Marphysa bellii			Individual Count		1
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P3-R1	133	cm2	0.9	0.9			20	1	EMBOS corer	Diastylis bradyi	Diastylis bradyi	Diastylis bradyi			Individual Count		1
EMBOS_pilot_2014_France_Pertuis_Charentais_softsub	soft substrate (beach)	FR-AYTRE-LWL	intertidal LWL	FR-2014-AYTRE-LWL-P2-R3	133	cm2	1	1			30	3	EMBOS corer	Diogenes pugilator	Diogenes pugilator	Diogenes pugilator			Individual Count		3
EMBOS_pilot_2014_Cyprus_Softades_softsub	soft substrate (beach)	CY-SFDA-SUB	subtidal	CY-2014-SFDA-SUB-P2-R3	133	cm2	1	1			25	3	EMBOS corer	Biota	Biota	Biota			Individual Count		0
EMBOS_pilot_2014_Cyprus_Softades_softsub	soft substrate (beach)	CY-SFDA-SUB	subtidal	CY-2014-SFDA-SUB-P2-R2	133	cm2	1	1			25	2	EMBOS corer	Biota	Biota	Biota			Individual Count		0
EMBOS_pilot_2014_Cyprus_Softades_softsub	soft substrate (beach)	CY-SFDA-SUB	subtidal	CY-2014-SFDA-SUB-P2-R1	133	cm2	1	1			25	1	EMBOS corer	Biota	Biota	Biota			Individual Count		0
EMBOS_pilot_2014_Cyprus_Softades_softsub	soft substrate (beach)	CY-SFDA-SUB	subtidal	CY-2014-SFDA-SUB-P1-R3	133	cm2	1	1			25	3	EMBOS corer	Magelona miriabilis (papillicornis)	Magelona	Magelona			Individual Count		1
EMBOS_pilot_2014_Cyprus_Softades_softsub	soft substrate (beach)	CY-SFDA-SUB	subtidal	CY-2014-SFDA-SUB-P1-R2	133	cm2	1	1			25	2	EMBOS corer	Magelona miriabilis (papillicornis)	Magelona	Magelona			Individual Count		1
EMBOS_pilot_2014_Cyprus_Softades_softsub	soft substrate (beach)	CY-SFDA-SUB	subtidal	CY-2014-SFDA-SUB-P1-R2	133	cm2	1	1			25	2	EMBOS corer	Scoloplos amiger	Scoloplos (Scoloplos) armiger	Scoloplos (Scoloplos) armiger			Individual Count		1
EMBOS_pilot_2014_Cyprus_Softades_softsub	soft substrate (beach)	CY-SFDA-SUB	subtidal	CY-2014-SFDA-SUB-P1-R2	133	cm2	1	1			25	2	EMBOS corer	Cumacea (b)	Cumacea	Cumacea			Individual Count		1
EMBOS_pilot_2014_Cyprus_Softades_softsub	soft substrate (beach)	CY-SFDA-SUB	subtidal	CY-2014-SFDA-SUB-P1-R1	133	cm2	1	1			25	1	EMBOS corer	Echiurida	Echiurida	Echiurida			Individual Count		1
EMBOS_pilot_2014_Cyprus_Softades_softsub	soft substrate (beach)	CY-SFDA-SUB	subtidal	CY-2014-SFDA-SUB-P3-R2	133	cm2	1	1			25	2	EMBOS corer	Micropnepthys spaerocirrata	Micronephthys sphaerocirrata	Micronephthys sphaerocirrata			Individual Count		1
EMBOS_pilot_2014_Cyprus_Softades_softsub	soft substrate (beach)	CY-SFDA-SUB	subtidal	CY-2014-SFDA-SUB-P3-R3	133	cm2	1	1			25	3	EMBOS corer	Micropnepthys spaerocirrata	Micronephthys sphaerocirrata	Micronephthys sphaerocirrata			Individual Count		1
EMBOS_pilot_2014_Cyprus_Softades_softsub	soft substrate (beach)	CY-SFDA-SUB	subtidal	CY-2014-SFDA-SUB-P3-R3	133	cm2	1	1			25	3	EMBOS corer	Scoloplos haasi	Scolaricia haasi	Scolaricia haasi			Individual Count		2
EMBOS_pilot_2014_Cyprus_Softades_softsub	soft substrate (beach)	CY-SFDA-SUB	subtidal	CY-2014-SFDA-SUB-P3-R3	133	cm2	1	1			25	3	EMBOS corer	Bathyporeia guilliamsoriana	Bathyporeia guilliamsoniana	Bathyporeia guilliamsoniana			Individual Count		3
EMBOS_pilot_2014_Cyprus_Softades_softsub	soft substrate (beach)	CY-SFDA-SUB	subtidal	CY-2014-SFDA-SUB-P3-R3	133	cm2	1	1			25	3	EMBOS corer	Bathyporeia sunnivae	Bathyporeia sunnivae	Bathyporeia sunnivae			Individual Count		1
EMBOS_pilot_2014_Cyprus_Softades_softsub	soft substrate (beach)	CY-SFDA-SUB	subtidal	CY-2014-SFDA-SUB-P3-R3	133	cm2	1	1			25	3	EMBOS corer	Bathyporeia sp. (b)	Bathyporeia	Bathyporeia			Individual Count		4
EMBOS_pilot_2014_Cyprus_Softades_softsub	soft substrate (beach)	CY-SFDA-SUB	subtidal	CY-2014-SFDA-SUB-P3-R3	133	cm2	1	1			25	3	EMBOS corer	Callianassa sp.	Callianassa	Callianassa			Individual Count		1
